id,title,link,price,origin,image,seller_name,seller_link,sell_type,num_bids,num_watchers,num_stock,date
item28b27c36fe,Guyana 1990 / Butterflies - 	Nymphidium caricae / 1v msheet,https://www.ebay.com/itm/174793176830?hash=item28b27c36fe:g:tfoAAOSwJJpgu~As,$4.81,"Reading, United Kingdom",https://i.ebayimg.com/thumbs/images/g/tfoAAOSwJJpgu~As/s-l225.jpg,eliwag03,https://www.ebay.com/usr/eliwag03?_trksid=p2047675.l2559,Instant,0,0,1,"Jun 05, 2021 14:59:34 PDT"
