id,title,link,image,price_sold,end_date,origin,seller_name,seller_link,sell_type,num_bids,num_sold,auction_end_date
item262c7ce936,Kakarsingi Herb Powder Kakad Singhi| Crabs Claw|Pistacia Integerrima - 50 gram,https://www.ebay.com/itm/163955140918?hash=item262c7ce936:g:rrIAAOSwBPRcCkZ5,https://i.ebayimg.com/thumbs/images/g/rrIAAOSwBPRcCkZ5/s-l225.jpg,$10.95,Feb-05 17:29,"Jaipur, India",Unknown,Unknown,Instant,0,1,
