id,title,link,image,price_sold,end_date,origin,seller_name,seller_link,sell_type,num_bids,num_sold,auction_end_date
item56f28860af,1100+ African Cabbage Vegetable Seeds (Cleome Gynandra) | AKA Ethiopian Cabbage,https://www.ebay.com/itm/373436211375?hash=item56f28860af:g:~LEAAOSweRBfJxGp,https://i.ebayimg.com/thumbs/images/g/~LEAAOSweRBfJxGp/s-l225.jpg,$2.49,Feb-27 21:05,"Saint Augustine, Florida, United States",Unknown,Unknown,Instant,0,91,
