id,title,link,image,price_sold,end_date,origin,seller_name,seller_link,sell_type,num_bids,num_sold,auction_end_date
item28b91a8c0d,Guyana 1994 / Butterflies of Guyana -  	Hamadryas velutina / 1v ms,https://www.ebay.com/itm/174904216589?hash=item28b91a8c0d:g:zXgAAOSwYYhhIphL,https://i.ebayimg.com/thumbs/images/g/zXgAAOSwYYhhIphL/s-l225.jpg,$3.35,Dec-28 05:09,"Reading, United Kingdom",eliwag03,https://www.ebay.com/usr/eliwag03?_trksid=p2047675.l2559,Instant,0,1,
