id,title,link,image,price_sold,end_date,origin,seller_name,seller_link,sell_type,num_bids,num_sold,auction_end_date
item46cb1464ba,Majesty Palm | Ravenea Rivularis | Easy House Plant | Outdoor/Indoor,https://www.ebay.com/itm/304054822074?hash=item46cb1464ba:g:-HgAAOSwZO5g4QkK,https://i.ebayimg.com/thumbs/images/g/-HgAAOSwZO5g4QkK/s-l225.jpg,$24.90,Jan-09 14:29,"Live Oak, Florida, United States",Unknown,Unknown,Instant,0,9,
