id,title,link,price,origin,image,seller_name,seller_link,sell_type,num_bids,num_watchers,num_stock,date
item42374e3c0a,Dregea volubilis | Hemajivanti | Wattakaka volubilis | Green Milkweed | 10_Seeds,https://www.ebay.com/itm/284395715594?hash=item42374e3c0a:g:bMUAAOSwQpFhCZ5v,$9.95,"San Francisco, California, United States",https://i.ebayimg.com/thumbs/images/g/bMUAAOSwQpFhCZ5v/s-l225.jpg,buyrareseeds,https://www.ebay.com/usr/buyrareseeds?_trksid=p2047675.l2559,Instant,0,0,More than 10,Unknown
