id,title,link,price,origin,image,seller_name,seller_link,sell_type,num_bids,num_watchers,num_stock,date
item28b27c2d83,Guyana 1990 / Butterflies - 	Thecla hemon / 1v msheet,https://www.ebay.com/itm/174793174403?hash=item28b27c2d83:g:T3wAAOSwb-pgu-7o,$4.82,"Reading, United Kingdom",https://i.ebayimg.com/thumbs/images/g/T3wAAOSwb-pgu-7o/s-l225.jpg,eliwag03,https://www.ebay.com/usr/eliwag03?_trksid=p2047675.l2559,Instant,0,0,1,"Jun 05, 2021 14:50:05 PDT"
