id,title,link,image,price_sold,end_date,origin,seller_name,seller_link,sell_type,num_bids,num_sold
item3431b1c9fa,"LYCAENIDAE - ARAWACUS SITO | CHIAPAS , MEXICO | AS PICTURED | MX-1379 RARE",https://www.ebay.com/itm/LYCAENIDAE-ARAWACUS-SITO-CHIAPAS-MEXICO-AS-PICTURED-MX-1379-RARE/224172034554?hash=item3431b1c9fa:g:WzgAAOSwvvhfZgZW,https://i.ebayimg.com/thumbs/images/g/WzgAAOSwvvhfZgZW/s-l225.jpg,$5.83,Oct-04 09:00,"Oldbury, United Kingdom",multicaudata,https://www.ebay.com/usr/multicaudata?_trksid=p2047675.l2559,Auction,1,1
