id,title,link,image,price_sold,end_date,origin,seller_name,seller_link,sell_type,num_bids,num_sold
item4db58f2a62,FANTASTIC EURYBIA NICAEUS MALE RIODINIIDAE RIODINIDAE ECUADOR,https://www.ebay.com/itm/FANTASTIC-EURYBIA-NICAEUS-MALE-RIODINIIDAE-RIODINIDAE-ECUADOR/333758540386?hash=item4db58f2a62:g:p3QAAOSw-91fjHz1,https://i.ebayimg.com/thumbs/images/g/p3QAAOSw-91fjHz1/s-l225.jpg,$12.50,Oct-25 10:36,"Azay le Rideau, France",ameriana15,https://www.ebay.com/usr/ameriana15?_trksid=p2047675.l2559,Auction,5,1
