id,title,link,image,price_sold,end_date,origin,seller_name,seller_link,sell_type,num_bids,num_sold
item3dad357ab1,Pieridae Delias caroli Arfak,https://www.ebay.com/itm/Pieridae-Delias-caroli-Arfak/264898968241?hash=item3dad357ab1:g:~F8AAOSwNcBfhsq5,https://i.ebayimg.com/thumbs/images/g/~F8AAOSwNcBfhsq5/s-l225.jpg,$5.00,Nov-12 11:16,"Krasnoyarsk city, Russian Federation",fareastinsects,https://www.ebay.com/usr/fareastinsects?_trksid=p2047675.l2559,Instant,0,1
item3daca4349c,42007p Pieridae Delias caroli Arfak,https://www.ebay.com/itm/42007p-Pieridae-Delias-caroli-Arfak/264889447580?hash=item3daca4349c:g:iLYAAOSwB~BffIk0,https://i.ebayimg.com/thumbs/images/g/iLYAAOSwB~BffIk0/s-l225.jpg,$6.50,Oct-11 08:12,"Krasnoyarsk city, Russian Federation",fareastinsects,https://www.ebay.com/usr/fareastinsects?_trksid=p2047675.l2559,Auction,2,1
