id,title,link,image,price_sold,end_date,origin,seller_name,seller_link,sell_type,num_bids,num_sold
item3daa396dd5,"Parantica dannatti, male, Philippines, Mindanao; Nymphalidae",https://www.ebay.com/itm/Parantica-dannatti-male-Philippines-Mindanao-Nymphalidae/264848895445?hash=item3daa396dd5:g:l1gAAOSwoHhd-9uc,https://i.ebayimg.com/thumbs/images/g/l1gAAOSwoHhd-9uc/s-l225.jpg,$2.00,Sep-06 17:50,"Washington, District Of Columbia, United States",kershawi,https://www.ebay.com/usr/kershawi?_trksid=p2047675.l2559,Auction,1,1
