id,title,link,image,price_sold,end_date,origin,seller_name,seller_link,sell_type,num_bids,num_sold
item34309e6a54,"PANACEA REGINA | HUANUCO, PERU | AS PICTURED | UK20-278",https://www.ebay.com/itm/PANACEA-REGINA-HUANUCO-PERU-AS-PICTURED-UK20-278/224153987668?hash=item34309e6a54:g:CYYAAOSwxr1fXBPO,https://i.ebayimg.com/thumbs/images/g/CYYAAOSwxr1fXBPO/s-l225.jpg,$2.94,Sep-19 09:40,"Oldbury, United Kingdom",multicaudata,https://www.ebay.com/usr/multicaudata?_trksid=p2047675.l2559,Auction,2,1
