id,title,link,price,origin,image,seller_name,seller_link,sell_type,num_bids,num_watchers,num_stock,date
item3439ffc3ab,"COPRIS KLUGI - SCARABAEINAE  RESEARCH SET | GUERRERO, MEXICO | UK21-36 X9",https://www.ebay.com/itm/COPRIS-KLUGI-SCARABAEINAE-RESEARCH-SET-GUERRERO-MEXICO-UK21-36-X9/224311362475?hash=item3439ffc3ab:g:ZsIAAOSwyHNf-wIQ,$15.83,"Oldbury, United Kingdom",https://i.ebayimg.com/thumbs/images/g/ZsIAAOSwyHNf-wIQ/s-l225.jpg,multicaudata,https://www.ebay.com/usr/multicaudata?_trksid=p2047675.l2559,Instant,0,0,1,"Jan 17, 2021 05:35:22 PST"
item343a019676,"COPRIS KLUGI - SCARABAEINAE  RESEARCH SET | GUERRERO, MEXICO | UK21-240 X9",https://www.ebay.com/itm/COPRIS-KLUGI-SCARABAEINAE-RESEARCH-SET-GUERRERO-MEXICO-UK21-240-X9/224311481974?hash=item343a019676:g:yDgAAOSw3dlf-xhi,$13.77,"Oldbury, United Kingdom",https://i.ebayimg.com/thumbs/images/g/yDgAAOSw3dlf-xhi/s-l225.jpg,multicaudata,https://www.ebay.com/usr/multicaudata?_trksid=p2047675.l2559,Instant,0,0,1,"Jan 17, 2021 05:35:28 PST"
item3439ffce5b,"COPRIS KLUGI - SCARABAEINAE  RESEARCH SET | GUERRERO, MEXICO | UK21-295 X12",https://www.ebay.com/itm/COPRIS-KLUGI-SCARABAEINAE-RESEARCH-SET-GUERRERO-MEXICO-UK21-295-X12/224311365211?hash=item3439ffce5b:g:H8QAAOSwnY5f-wLI,$18.12,"Oldbury, United Kingdom",https://i.ebayimg.com/thumbs/images/g/H8QAAOSwnY5f-wLI/s-l225.jpg,multicaudata,https://www.ebay.com/usr/multicaudata?_trksid=p2047675.l2559,Instant,0,0,1,"Jan 17, 2021 05:35:26 PST"
item343a016033,"COPRIS KLUGI - SCARABAEINAE  RESEARCH SET | GUERRERO, MEXICO | UK21-247 X12",https://www.ebay.com/itm/COPRIS-KLUGI-SCARABAEINAE-RESEARCH-SET-GUERRERO-MEXICO-UK21-247-X12/224311468083?hash=item343a016033:g:5QoAAOSwio1f-xaw,$18.12,"Oldbury, United Kingdom",https://i.ebayimg.com/thumbs/images/g/5QoAAOSwio1f-xaw/s-l225.jpg,multicaudata,https://www.ebay.com/usr/multicaudata?_trksid=p2047675.l2559,Instant,0,0,1,"Jan 17, 2021 05:35:25 PST"
