id,title,link,price,origin,image,seller_name,seller_link,sell_type,num_bids,num_watchers,num_stock,date
item218208cc1f,Delias luctuosa ssp. mizukamii Males,https://www.ebay.com/itm/Delias-luctuosa-ssp-mizukamii-Mannchen/143915535391?hash=item218208cc1f:g:DcoAAOSwRFlf~JkX,$41.27,"Haibach, Germany",https://i.ebayimg.com/thumbs/images/g/DcoAAOSwRFlf~JkX/s-l225.jpg,aureus-butterflies-and-insects,https://www.ebay.com/usr/aureus-butterflies-and-insects?_trksid=p2047675.l2559,Instant,0,0,1,Unknown
item218208ccdd,Delias luctuosa mizukamii F. White Female,https://www.ebay.com/itm/Delias-luctuosa-mizukamii-f-white-Weibchen/143915535581?hash=item218208ccdd:g:wHEAAOSwwRpf~Jkk,$291.31,"Haibach, Germany",https://i.ebayimg.com/thumbs/images/g/wHEAAOSwwRpf~Jkk/s-l225.jpg,aureus-butterflies-and-insects,https://www.ebay.com/usr/aureus-butterflies-and-insects?_trksid=p2047675.l2559,Instant,0,0,1,Unknown
