Species
Ariadne specularia
Ariadne taeniata
Ariadne timora
Byblia anvatara
Byblia ilithyia
Eurytela alinda
Eurytela dryope
Eurytela hiarbas
Eurytela narinda
Laringa castelnaui
Laringa horsfieldii
Mesoxantha ethosea
Mestra dorcas
Neptidopsis fulgurata
Neptidopsis ophione
Vila azeca
Vila emilia
Vila eueidiformis
Calinaga aborica
Calinaga buddha
Calinaga buphonas
Calinaga cercyon
Calinaga davidis
Calinaga funeralis
Calinaga gautama
Calinaga genestieri
Calinaga lactoris
Calinaga lhatso
Calinaga sudanassa
Calinaga sudassana
Anaea aidea
Anaea andria
Anaea troglodyta
Coenophlebia archidona
Consul electra
Consul excellens
Consul fabius
Consul panariste
Fountainea centaurus
Fountainea eurypyle
Fountainea glycerium
Fountainea halice
Fountainea nessus
Fountainea nobilis
Fountainea ryphea
Fountainea sosippus
Hypna clytemnestra
Hypna rufescens
Memphis acaudata
Memphis acidalia
Memphis alberta
Memphis ambrosia
Memphis anassa
Memphis anna
Memphis appias
Memphis arginussa
Memphis artacaena
Memphis aulica
Memphis aureola
Memphis basilia
Memphis beatrix
Memphis boliviana
Memphis catinka
Memphis cerealia
Memphis cleomestra
Memphis cluvia
Memphis dia
Memphis editha
Memphis falcata
Memphis forreri
Memphis glauce
Memphis grandis
Memphis gudrun
Memphis hedemanni
Memphis herbacea
Memphis hirta
Memphis iphis
Memphis juliani
Memphis laertes
Memphis laura
Memphis lemnos
Memphis leonida
Memphis lineata
Memphis lorna
Memphis lyceus
Memphis maria
Memphis moeris
Memphis montesino
Memphis mora
Memphis moruus
Memphis neidhoeferi
Memphis nenia
Memphis oenomais
Memphis offa
Memphis otrere
Memphis pasibula
Memphis paulus
Memphis perenna
Memphis phantes
Memphis philumena
Memphis phoebe
Memphis pithyusa
Memphis polycarmes
Memphis polyxo
Memphis praxias
Memphis proserpina
Memphis pseudiphis
Memphis salinasi
Memphis verticordia
Memphis vicinia
Memphis viloriae
Memphis wellingi
Memphis xenippa
Memphis xenocles
Polygrapha cyanea
Polygrapha suprema
Polygrapha tyrianthina
Polygrapha xenocrates
Siderone galanthis
Siderone syntyche
Zaretis callidryas
Zaretis delassisei
Zaretis ellops
Zaretis falcis
Zaretis isidora
Zaretis itylus
Zaretis itys
Zaretis pythagoras
Zaretis syene
Charaxes achaemenes
Charaxes acraeoides
Charaxes acuminatus
Charaxes affinis
Charaxes alpinus
Charaxes alticola
Charaxes ameliae
Charaxes amycus
Charaxes analava
Charaxes andara
Charaxes andranodorus
Charaxes andrefana
Charaxes angelae
Charaxes ansorgei
Charaxes antamboulou
Charaxes anticlea
Charaxes antiquus
Charaxes antonius
Charaxes aristogiton
Charaxes aubyni
Charaxes baileyi
Charaxes bajula
Charaxes balfouri
Charaxes barnsi
Charaxes basquini
Charaxes baumanni
Charaxes berkeleyi
Charaxes bernardus
Charaxes bernstorffi
Charaxes biokoensis
Charaxes bipunctatus
Charaxes blanda
Charaxes bocqueti
Charaxes bohemani
Charaxes borneensis
Charaxes boueti
Charaxes brainei
Charaxes brutus
Charaxes bupalus
Charaxes bwete
Charaxes cacuthis
Charaxes candiope
Charaxes carteri
Charaxes castor
Charaxes catachrous
Charaxes cedreatis
Charaxes chepalungu
Charaxes chevroti
Charaxes chintechi
Charaxes chunguensis
Charaxes cithaeron
Charaxes congdoni
Charaxes contrarius
Charaxes cowani
Charaxes cynthia
Charaxes defulvata
Charaxes dewitzi
Charaxes dilutus
Charaxes distanti
Charaxes diversiforma
Charaxes doubledayi
Charaxes dowsetti
Charaxes dreuxi
Charaxes druceanus
Charaxes dubiosus
Charaxes ducarmei
Charaxes durnfordi
Charaxes elwesi
Charaxes epijasius
Charaxes etesipe
Charaxes ethalion
Charaxes etheocles
Charaxes eupale
Charaxes eurialus
Charaxes farrelli
Charaxes fervens
Charaxes figinii
Charaxes fionae
