species,found,URL,count
Eurema dammersi,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Eurema+dammersi%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Terias flava,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Terias+flava%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Eurema pallens,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Eurema+pallens%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Eurema callae,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Eurema+callae%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Papilio nicippe,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Papilio+nicippe%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Eurema nicippe,True,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Eurema+nicippe%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,3
Eurema nicippiformis,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Eurema+nicippiformis%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Abananote abana,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Abananote+abana%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Actinote capnodes,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Actinote+capnodes%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
