species,found,URL,count
Athyma paragordia,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Athyma+paragordia%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Athyma larymna,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Athyma+larymna%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Athyma agina,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Athyma+agina%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Pantoporia shirozui,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Pantoporia+shirozui%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Pantoporia bangkanensis,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Pantoporia+bangkanensis%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Athyma elisa,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Athyma+elisa%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Tacola habilis,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Tacola+habilis%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Tacola libera,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Tacola+libera%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Athyma negrosiana,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Athyma+negrosiana%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Athyma panayana,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Athyma+panayana%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Tacola raro,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Tacola+raro%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Athyma selessana,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Athyma+selessana%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Athyma siamensis,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Athyma+siamensis%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Athyma subcurvata,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Athyma+subcurvata%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Tacola wehensis,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Tacola+wehensis%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Limenitis larymna,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Limenitis+larymna%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
Pantoporia larymna,False,https://www.ebay.com/sch/i.html?_sacat=0&_udlo&_udhi&_ftrt=901&_ftrv=1&_sabdlo&_sabdhi&_samilow&_samihi&_sop=12&_dmd=1&_ipg=200&_fosrp=1&_nkw=%22Pantoporia+larymna%22&rt=nc&LH_PrefLoc=2&_trksid=p2045573.m1684,0
