id,title,link,image,price_sold,end_date,origin,seller_name,seller_link,sell_type,num_bids,num_sold,auction_end_date
item4225b54cf8,Caesar Weed | Burr Hibiscus | Urena lobata | Florida | 2021 | 25+ Seeds,https://www.ebay.com/itm/284100480248?hash=item4225b54cf8:g:y7AAAOSwNuVgaICM,https://i.ebayimg.com/thumbs/images/g/y7AAAOSwNuVgaICM/s-l225.jpg,$3.96,Jun-22 09:53,"Chipley, Florida, United States",chill_hill_farms,https://www.ebay.com/usr/chill_hill_farms?_trksid=p2047675.l2559,Instant,0,1,
