id,title,link,image,price_sold,end_date,origin,seller_name,seller_link,sell_type,num_bids,num_sold
item3db67f2c5d,"Aporia martineti konbogyandaensi, male, Tibet; Pieridae",https://www.ebay.com/itm/Aporia-martineti-konbogyandaensi-male-Tibet-Pieridae/265054792797?hash=item3db67f2c5d:g:q1sAAOSwEwdf4sUp,https://i.ebayimg.com/thumbs/images/g/q1sAAOSwEwdf4sUp/s-l225.jpg,$3.00,Feb-22 08:13,"Washington, District Of Columbia, United States",kershawi,https://www.ebay.com/usr/kershawi?_trksid=p2047675.l2559,Auction,1,1
