id,title,link,image,price_sold,end_date,origin,seller_name,seller_link,sell_type,num_bids,num_sold
item343a04840e,"HISTORIS ACHERONTA | OAXACA, MEXICO | AS PICTURED | UK-532",https://www.ebay.com/itm/HISTORIS-ACHERONTA-OAXACA-MEXICO-AS-PICTURED-UK-532/224311673870?hash=item343a04840e:g:oVAAAOSwfMJf-zyS,https://i.ebayimg.com/thumbs/images/g/oVAAAOSwfMJf-zyS/s-l225.jpg,$5.16,Jan-28 15:26,"Oldbury, United Kingdom",multicaudata,https://www.ebay.com/usr/multicaudata?_trksid=p2047675.l2559,Instant,0,1
