id,title,link,image,price_sold,end_date,origin,seller_name,seller_link,sell_type,num_bids,num_sold
item420225e62d,UG61) UGANDA - THREE HORNED CHAMELION; BUTTERFLY: MIMACRAEA MARSHALLI,https://www.ebay.com/itm/UG61-UGANDA-THREE-HORNED-CHAMELION-BUTTERFLY-MIMACRAEA-MARSHALLI/283503879725?hash=item420225e62d:g:j-4AAOSwGhBc833g,https://i.ebayimg.com/thumbs/images/g/j-4AAOSwGhBc833g/s-l225.jpg,$3.10,Dec-29 20:07,"Upper Ferntree Gully, Australia",21st-century-auctions,https://www.ebay.com/usr/21st-century-auctions?_trksid=p2047675.l2559,Instant,0,1
