id,title,link,image,price_sold,end_date,origin,seller_name,seller_link,sell_type,num_bids,num_sold
item3db2319dc2,"Satyrium calanus, male, Maryland; Lycaenidae",https://www.ebay.com/itm/Satyrium-calanus-male-Maryland-Lycaenidae/264982601154?hash=item3db2319dc2:g:m5oAAOSwO-Jfne4c,https://i.ebayimg.com/thumbs/images/g/m5oAAOSwO-Jfne4c/s-l225.jpg,$2.00,Dec-26 07:19,"Washington, District Of Columbia, United States",kershawi,https://www.ebay.com/usr/kershawi?_trksid=p2047675.l2559,Auction,2,1
