id,title,link,image,price_sold,end_date,origin,seller_name,seller_link,sell_type,num_bids,num_sold
item34355dad64,"EPARGYREUS EXADEUS CRUZA  | OAXACA MEXICO, MEXICO | AS PICTURED | MX-1097",https://www.ebay.com/itm/EPARGYREUS-EXADEUS-CRUZA-OAXACA-MEXICO-MEXICO-AS-PICTURED-MX-1097/224233631076?hash=item34355dad64:g:djkAAOSw7QJfgHH2,https://i.ebayimg.com/thumbs/images/g/djkAAOSw7QJfgHH2/s-l225.jpg,$6.12,Feb-27 10:20,"Oldbury, United Kingdom",multicaudata,https://www.ebay.com/usr/multicaudata?_trksid=p2047675.l2559,Instant,0,1
