id,title,link,image,price_sold,end_date,origin,seller_name,seller_link,sell_type,num_bids,num_sold
item3439fdb83a,"FOUNTAINEA EURYPYLE CONFUSA | VERACRUZ, MEXICO | AS PICTURED | UK-391",https://www.ebay.com/itm/FOUNTAINEA-EURYPYLE-CONFUSA-VERACRUZ-MEXICO-AS-PICTURED-UK-391/224311228474?hash=item3439fdb83a:g:RJsAAOSwY5Ff-tN4,https://i.ebayimg.com/thumbs/images/g/RJsAAOSwY5Ff-tN4/s-l225.jpg,$5.01,Jan-10 05:46,"Oldbury, United Kingdom",multicaudata,https://www.ebay.com/usr/multicaudata?_trksid=p2047675.l2559,Instant,0,1
item3439fdba2c,"FOUNTAINEA EURYPYLE CONFUSA | VERACRUZ, MEXICO | AS PICTURED | UK-392",https://www.ebay.com/itm/FOUNTAINEA-EURYPYLE-CONFUSA-VERACRUZ-MEXICO-AS-PICTURED-UK-392/224311228972?hash=item3439fdba2c:g:I8QAAOSwDlFf-tOu,https://i.ebayimg.com/thumbs/images/g/I8QAAOSwDlFf-tOu/s-l225.jpg,$5.75,Jan-10 05:46,"Oldbury, United Kingdom",multicaudata,https://www.ebay.com/usr/multicaudata?_trksid=p2047675.l2559,Instant,0,1
