id,title,link,image,price_sold,end_date,origin,seller_name,seller_link,sell_type,num_bids,num_sold
item2d01dfd9cd,Marpesia harmonia Folded Butterfly Taxidermy REAL Unmounted,https://www.ebay.com/itm/Marpesia-harmonia-Folded-Butterfly-Taxidermy-REAL-Unmounted/193304975821?hash=item2d01dfd9cd:g:3ZgAAOSwjzleO3Z~,https://i.ebayimg.com/thumbs/images/g/3ZgAAOSwjzleO3Z~/s-l225.jpg,$4.25,Feb-24 12:12,"Sainte-Brigitte-de-Laval, Quebec, Canada",taxentomo-store,https://www.ebay.com/usr/taxentomo-store?_trksid=p2047675.l2559,Instant,0,1
item343a04bafb,"MARPESIA HARMONIA | GUERRERO, MEXICO | AS PICTURED | UK-544",https://www.ebay.com/itm/MARPESIA-HARMONIA-GUERRERO-MEXICO-AS-PICTURED-UK-544/224311687931?hash=item343a04bafb:g:iecAAOSw9I9f-z7g,https://i.ebayimg.com/thumbs/images/g/iecAAOSw9I9f-z7g/s-l225.jpg,$3.98,Jan-28 15:26,"Oldbury, United Kingdom",multicaudata,https://www.ebay.com/usr/multicaudata?_trksid=p2047675.l2559,Instant,0,1
item343a04beca,"MARPESIA HARMONIA | GUERRERO, MEXICO | AS PICTURED | UK-545",https://www.ebay.com/itm/MARPESIA-HARMONIA-GUERRERO-MEXICO-AS-PICTURED-UK-545/224311688906?hash=item343a04beca:g:E04AAOSwCyxf-z8U,https://i.ebayimg.com/thumbs/images/g/E04AAOSwCyxf-z8U/s-l225.jpg,$3.98,Jan-28 15:26,"Oldbury, United Kingdom",multicaudata,https://www.ebay.com/usr/multicaudata?_trksid=p2047675.l2559,Instant,0,1
item343a04c2ac,"MARPESIA HARMONIA | GUERRERO, MEXICO | AS PICTURED | UK-546",https://www.ebay.com/itm/MARPESIA-HARMONIA-GUERRERO-MEXICO-AS-PICTURED-UK-546/224311689900?hash=item343a04c2ac:g:kOIAAOSwIQFf-z88,https://i.ebayimg.com/thumbs/images/g/kOIAAOSwIQFf-z88/s-l225.jpg,$3.98,Jan-28 15:26,"Oldbury, United Kingdom",multicaudata,https://www.ebay.com/usr/multicaudata?_trksid=p2047675.l2559,Instant,0,1
