id,title,link,image,price_sold,end_date,origin,seller_name,seller_link,sell_type,num_bids,num_sold,auction_end_date
item28ad3de04b,"Guyana 1990 / Butterflies-Battus belus,	Callizona acesta / 16v minisheet MNH*",https://www.ebay.com/itm/174705205323?hash=item28ad3de04b:g:P8kAAOSwLPJgXISH,https://i.ebayimg.com/thumbs/images/g/P8kAAOSwLPJgXISH/s-l225.jpg,$6.38,Nov-18 00:49,"Reading, United Kingdom",eliwag03,https://www.ebay.com/usr/eliwag03?_trksid=p2047675.l2559,Instant,0,1,
