id,title,link,image,price_sold,end_date,origin,seller_name,seller_link,sell_type,num_bids,num_sold,auction_end_date
item46cb1464ba,Majesty Palm | Ravenea Rivularis | Easy House Plant | Outdoor/Indoor,https://www.ebay.com/itm/304054822074?hash=item46cb1464ba:g:-HgAAOSwZO5g4QkK,https://i.ebayimg.com/thumbs/images/g/-HgAAOSwZO5g4QkK/s-l225.jpg,$17.90,Nov-14 15:39,"Live Oak, Florida, United States",henrbrun,https://www.ebay.com/usr/henrbrun?_trksid=p2047675.l2559,Instant,0,6,
