id,title,link,image,price_sold,end_date,origin,seller_name,seller_link,sell_type,num_bids,num_sold,auction_end_date
item28b27c36fe,Guyana 1990 / Butterflies - 	Nymphidium caricae / 1v msheet,https://www.ebay.com/itm/174793176830?hash=item28b27c36fe:g:tfoAAOSwJJpgu~As,https://i.ebayimg.com/thumbs/images/g/tfoAAOSwJJpgu~As/s-l225.jpg,$4.65,Oct-10 09:56,"Reading, United Kingdom",eliwag03,https://www.ebay.com/usr/eliwag03?_trksid=p2047675.l2559,Instant,0,1,
