id,title,link,image,price_sold,end_date,origin,seller_name,seller_link,sell_type,num_bids,num_sold,auction_end_date
item42275a0981,Caesar Weed | Burr Hibiscus | Urena lobata | Florida | 2021 | 15+ Seeds,https://www.ebay.com/itm/284128053633?hash=item42275a0981:g:EAAAAOSwJ49gaIBs,https://i.ebayimg.com/thumbs/images/g/EAAAAOSwJ49gaIBs/s-l225.jpg,$3.69,Mar-21 00:00,"Chipley, Florida, United States",civicchickadee,https://www.ebay.com/usr/civicchickadee?_trksid=p2047675.l2559,Instant,0,1,
