id,title,link,image,price_sold,end_date,origin,seller_name,seller_link,sell_type,num_bids,num_sold,auction_end_date
item28a86ff6e1,C&M Baikhumba | Careya Arborea | Patana Oak,https://www.ebay.com/itm/174624601825?hash=item28a86ff6e1:g:2kEAAOSwHrld43ti,https://i.ebayimg.com/thumbs/images/g/2kEAAOSwHrld43ti/s-l225.jpg,$9.75,Apr-04 23:08,"DELHI, DELHI, India",fashionhub1103,https://www.ebay.com/usr/fashionhub1103?_trksid=p2047675.l2559,Instant,0,1,
