id,title,link,image,price_sold,end_date,origin,seller_name,seller_link,sell_type,num_bids,num_sold,auction_end_date
item28a966dd3e,Tuvalu 1999 / Flowers - Cassia Tree ( 	Cassia surattensis ) - 1v minisheet MNH,https://www.ebay.com/itm/174640782654?hash=item28a966dd3e:g:e2EAAOSwcTJgLCGF,https://i.ebayimg.com/thumbs/images/g/e2EAAOSwcTJgLCGF/s-l225.jpg,$3.12,Mar-10 13:16,"Reading, United Kingdom",eliwag03,https://www.ebay.com/usr/eliwag03?_trksid=p2047675.l2559,Instant,0,1,
