id,title,link,image,price_sold,end_date,origin,seller_name,seller_link,sell_type,num_bids,num_sold,auction_end_date
item42374e3c0a,Dregea volubilis | Hemajivanti | Wattakaka volubilis | Green Milkweed | 10_Seeds,https://www.ebay.com/itm/284395715594?hash=item42374e3c0a:g:bMUAAOSwQpFhCZ5v,https://i.ebayimg.com/thumbs/images/g/bMUAAOSwQpFhCZ5v/s-l225.jpg,$9.95,Feb-02 11:50,"San Francisco, California, United States",Unknown,Unknown,Instant,0,9,
