id,title,link,price,origin,image,seller_name,seller_link,sell_type,num_bids,num_watchers,num_stock,date
item1abbb16e2b,Butterfly Nymphalidae MELANITIS CONSTANTIA (male; Waigeo),https://www.ebay.com/itm/114818117163?hash=item1abbb16e2b:g:yYQAAOSwXHpcgXdo,$3.99,"Neufahrn, Germany",https://i.ebayimg.com/images/g/yYQAAOSwXHpcgXdo/s-l300.jpg,caerlaverock,https://www.ebay.com/usr/caerlaverock?_trksid=p2047675.l2559,Instant,0,0,1,Unknown
