id,title,link,price,origin,image,seller_name,seller_link,sell_type,num_bids,num_watchers,num_stock,date
item3b47f4c894,"Arcana Entomologica; J.O. Westwood, Plt 11, Papilio gyas & cloanthus, 1841",https://www.ebay.com/itm/254610294932?hash=item3b47f4c894:g:FroAAOSwo1JeoJOM,$59.00,"West Linn, Oregon, United States",https://i.ebayimg.com/images/g/FroAAOSwo1JeoJOM/s-l300.jpg,tarsier,https://www.ebay.com/usr/tarsier?_trksid=p2047675.l2559,Instant,0,0,1,"Sep 25, 2020 13:06:09 PDT"
