id,title,link,price,origin,image,seller_name,seller_link,sell_type,num_bids,num_watchers,num_stock,date
item445125276e,Delias Totila * FEMALE * NEW Ireland; PNG,https://www.ebay.com/itm/293419165550?hash=item445125276e:g:I38AAOSwGYVW-szr,$237.54,"Casares Costa (Malaga), Spain",https://i.ebayimg.com/images/g/I38AAOSwGYVW-szr/s-l300.jpg,homerus61,https://www.ebay.com/usr/homerus61?_trksid=p2047675.l2559,Instant,0,0,1,"Jan 03, 2021 09:23:59 PST"
