id,title,link,image,price_sold,end_date,origin,seller_name,seller_link,sell_type,num_bids,num_sold
item343a018bd3,"COPRIS KLUGI - SCARABAEINAE  RESEARCH SET | GUERRERO, MEXICO | UK21-219 X12",https://www.ebay.com/itm/COPRIS-KLUGI-SCARABAEINAE-RESEARCH-SET-GUERRERO-MEXICO-UK21-219-X12/224311479251?hash=item343a018bd3:g:Do8AAOSwKDlf-xgG,https://i.ebayimg.com/thumbs/images/g/Do8AAOSwKDlf-xgG/s-l225.jpg,$18.12,Feb-21 08:24,"Oldbury, United Kingdom",multicaudata,https://www.ebay.com/usr/multicaudata?_trksid=p2047675.l2559,Instant,0,1
