id,title,link,price,origin,image,seller_name,seller_link,sell_type,num_bids,num_watchers,num_stock,date
item343a016033,"COPRIS KLUGI - SCARABAEINAE  RESEARCH SET | GUERRERO, MEXICO | UK21-247 X12",https://www.ebay.com/itm/224311468083?hash=item343a016033:g:5QoAAOSwio1f-xaw,$21.13,"Oldbury, United Kingdom",https://i.ebayimg.com/images/g/5QoAAOSwio1f-xaw/s-l300.jpg,multicaudata,https://www.ebay.com/usr/multicaudata?_trksid=p2047675.l2559,Instant,0,0,1,"May 03, 2021 10:18:54 PDT"
item3443fa5f3d,"COPRIS KLUGI - SCARABAEINAE  RESEARCH SET | GUERRERO, MEXICO | UK21-295 X12",https://www.ebay.com/itm/224478781245?hash=item3443fa5f3d:g:H8QAAOSwnY5f-wLI,$15.71,"Oldbury, United Kingdom",https://i.ebayimg.com/images/g/H8QAAOSwnY5f-wLI/s-l300.jpg,multicaudata,https://www.ebay.com/usr/multicaudata?_trksid=p2047675.l2559,Instant,0,0,1,Unknown
item342f1c6176,"7X COPRIS KLUGI - SCARABAEINAE RESEARCH SET | GUERRERO, MEXICO | UK-1545 RARE",https://www.ebay.com/itm/224128688502?hash=item342f1c6176:g:XC4AAOSwRTJfEqKM,$11.09,"Oldbury, United Kingdom",https://i.ebayimg.com/images/g/XC4AAOSwRTJfEqKM/s-l300.jpg,multicaudata,https://www.ebay.com/usr/multicaudata?_trksid=p2047675.l2559,Instant,0,0,1,"May 09, 2021 00:42:14 PDT"
