id,title,link,image,price_sold,end_date,origin,seller_name,seller_link,sell_type,num_bids,num_sold,auction_end_date
item345eef8f51,PAPILIO ESPERANZA MALE | OAXACA MEXICO | AS PICTURED | PERFECT | VERY RARE,https://www.ebay.com/itm/224931057489?hash=item345eef8f51:g:xOoAAOSwuyNiUxQq,https://i.ebayimg.com/thumbs/images/g/xOoAAOSwuyNiUxQq/s-l225.jpg,"$1,150.55",Jul-12 09:54,Unknown,multicaudata,https://www.ebay.com/usr/multicaudata?_trksid=p2047675.l2559,Instant,0,1,
