id,title,link,price,origin,image,seller_name,seller_link,sell_type,num_bids,num_watchers,num_stock,date
item2f452029a3,Malawi Stamp - Butterfly with inscription &quot;Amauris ansorgei&quot; - NH,https://www.ebay.com/itm/203023198627?hash=item2f452029a3:g:TDwAAOSwmChe6Od~,$4.60,"Tucson, Arizona, United States",https://i.ebayimg.com/images/g/TDwAAOSwmChe6Od~/s-l300.jpg,mesastamps,https://www.ebay.com/usr/mesastamps?_trksid=p2047675.l2559,Instant,0,0,1,"Jul 10, 2020 10:08:46 PDT"
