Species
Neopithecops florensis
Neopithecops lucifer
Pithecops heria
Neopithecops parumbretta
Lycaena bitonides
Plebeius lucifer
Neopithecops zalmora
Neopithecops sumbanus
Neopithecops orientalis
Neopithecops umbretta
Neopithecops dorothea
Neopithecops obianus
Pithecops tituria
Neopithecops andamanus
Neopithecops todara
Pithecops todara
Parapithecops gaura
Pithecops dharma
Pithecops indigeta
Neopithecops pertimidus
Pithecops colutha
Pithecops dolona
Pithecops fedora
Pithecops zalmora
Pithecops nihana
Neopithecops horsfieldi
Neopithecops batuana
Pithecops hylax
Neorina crishna
Neorina archaica
Cyllo crishna
Neorina krishnasic
Neorina lowii
Neorina latipicta
Neorina mentawaiensis
Neorina neophyta
Neorina pupillata
Neorina obtusangula
Neorina princesa
Neorina cossyra
Neorina tanahmasaensis
Cyllo lowii
Malayan Owl
Neorina neosinica
Neorina patria
Neorhina saka
Neorina westwoodii
Neorina westwoodi
Cyllo sepulta
Neosatyrus minimus
Neoxeniades bajula
Neoxeniades peri
Thracides bajula
Neoxeniades braesia
Rhinthon australis
Proteides andricus
Neoxeniades aqua
Hesperia braesia
Proteides braescia
Hesperia cincia
Neoxeniades cincia
Neoxeniades irena
Hesperia luda
Proteides hundurensis
Neoxeniades musarion
Neoxeniades myra
Neoxeniades scipio
Tisias fulguratoides
Neoxeniades nosa
Neoxeniades posta
Hesperia dasia
Hesperia scipio
Hesperia nealces
Thracides nealus
Thracides luda
Neoxeniades seron
Neoxeniades sexton
Thracides seron
Thracides saron
Neoxeniades tropa
Thecla aurorina
Zephyrus jankowskii
Neozephyrus cognata
Favonius latifasciatus
Favonius mizudorii
Favonius ackeryi
Neozephyrus vitjaz
Favonius koreanus
Thecla cognata
Favonius ussuriensis
Favonius cognatus
Neozephirus latifasciatus
Quercus dentata
Cyclobalanopsis glauca
Zephyrus coruscans
Neozephyrus coruscans
Thecla dubernardi
Neozephyrus dubernardi
Neozephyrus violescens
Neozephyrus helenae
Thecla fasciata
Zephyrus sidemina
Dipsas japonica
Zephyrus amethystina
Zephyrus sachalinensis
Thecla smaragdinoides
Neozephyrus kawamotoi
Thecla koreana
Thecla bellus
Thecla quercus
Thecla unicolor
Thecla regina
Zephyrus harukii
Zephyrus pryeri
Neozephyrus monticola
Zephyrus leechi
Neozephyrus fasciatus
Neozephyrus bellis
Neozephyrus unicolor
Neozephyrus sidemina
Neozephyrus taxila
Neozephirus japonicus
Neozephyrus japonicus
Neozephyrus japonica
Neozephirus japonica
Zephyrys taxilla
Thecla taxila
Zephyrus daisensis
Zephyrus jezoensis
Favonius magnificans
Zephyrus daisenensis
Neozephyrus korshunovi
Favonius shiniichiroi
Favonius shinichiroi
Favonius unoi
Favonius macrocercus
Neozephyrus aquamarinus
Favonius korshunovi
Chrysozephyrus parakuromon
Teratozephyrus kuromon
Thecla leechi
Favonius leechina
Ruralis hecalina
Ruralis chosenicola
Zephyrus schischkini
Dipsas orientalis
Favonius shirozui
Thecla coelestina
Favonius primoriensis
Favonius orientalis
Favonius schischkini
Neozephirus orientalis
Favonus orientalis
Bithys aurantiaexcessa
Bithys bellusbipunctatus
Bithys bellusexcessus
Bithys bellusobsoletus
Bithys bellusunipunctus
Bithys semiobsoleta
Papilio epeus
Zephyrus longicauda
Zephyrus iberica
Zephyrus nana
Bithys interjecta
Zephyrus latefasciata
Zephyrus albovirgata
Thecla violacea
Thecla flavimaculatus
Bithys major
Bithys minor
Bithys obsoleta
Bithys pallescens
Papilio quercus
Zephyrus caerulescens
Thecla depuncta
Thecla infraflavomaculata
Thecla inframaculata
Zephyrus caerulea
Neozephyrus saphirina
Zephyrus pedius
Favonius okadai
Zephyrus immaculata
Favonius graeseri
Thecla saphirina
Favonius oseanus
Favonius jezonicus
Favonius nipponicus
Zephyrus immaculatus
Favonius saphirinus
Chrysozephyrus pedius
Neozephyrus suroia
Neozephyrus takenakai
Neozephyrus yukiae
Zephyrus suroia
Chrysozephyrus suroia
Zephyrus taiwanus
Zephyrus tattakana
Zephyrus taiheizana
Zephyrus takasagoensis
Neozephyrus taiwanus
Zephyrus azumayamensis
Zephyrus jozanus
Favonius xinglongensis
Favonius taxila
Favonius taxilus
Favonius ultramarinus
Neozephyrus uedai
Neozephyrus kachinicus
Neozephyrus kyohichirohi
Neozephyrus ultramarina
Favonius okumotoi
Zephyrus suffusa
Favonius hayashii
Thecla ultramarina
Favonius borealis
Favonius suffusa
Favonius watanabei
Favonius coreensis
Favonius yuasai
Nepheronia argia
Eronia calliope
Eronia erato
Eronia euterpe
Eronia argolisia
Eronia usambara
Eronia giara
Eronia mhondana
Eronia aurora
Nepheronia hemicrocea
Nepheronia oraria
Eronia varia
Nepheronia variegata
Nepheronia hollandi
Eronia castelaini
Nepheronia aurantiaca
Eronia virescens
Nepheronia mixta
Nepheronia semiflava
Nepheronia sulphurea
Nepheronia typica
Nepheronia mongala
Pieris idotea
Papilio argia
Papilio cassiopea
Nepheronia poppea
Eronia argia
Nepheronia buquetii
Eronia buchanani
Eronia adam
Eronia zelinda
Eronia arabica
Eronia capensis
Eronia mossambicensis
Callidryas buquetii
Nepheronia buqueti
Eronia buqueti
Nepheronia pharis
Lepteronia silvanus
Pieris chione
Pieris pharis
Lepteronia pharis
Nepheronia thalassina
Eronia hesione
Eronia proserpina
Eronia sinalata
Eronia uniformata
Eronia verulanus
Pieris thalassina
Eronia thalassina
Pieris verulanus
Augiades heras
Librita heras
Neptidopsis fulgurata
Neptidopsis platyptera
Neptidopsis pseudoplatyptera
Libythea fulgurata
Neptidopsis ophione
Neptidopsis nucleata
Papilio valentina
Papilio ophione
Eurytela morgani
Eurytela velleda
Papilio agatha
Neptis agatha
Neptis agouale
Neptis parallela
Limenitis alwina
Limenitis koempferi
Neptis subspecifica
Neptis alwina
Limenitis kaempferi
Limenitis koempfersic
Neptis ananta
Neptis lucida
Neptis chinensis
Neptis albicans
Neptis minus
Bimbisara areus
Neptis lancangensis
Neptis learmondi
Bimbisara sitis
Neptis mackwoodi
Neptis hainana
Neptis yanagisawai
Neptis andetria
Neptis oberthueri
Neptis melanis
Neptis pryeri
Neptis lucilla-melanis
Neptis praslini
Neptis angusta
Neptis constantiae
Neptis anjana
Bimbisara decerna
Neptis elegantia
Bimbisara elegantia
Neptis hyria
Neptis saskia
Neptis thiemei
Neptis vidua
Neptis zena
Neptis antilope
Neptis antilopsis
Neptis simingensis
Neptis wuhaii
Neptis shunhuangensis
Neptis arachne
Neptis giddeneme
Neptis armandia
Neptis gafuri
Neptis maculodistincta
Neptis manardia
Neptis melba
Neptis morrisi
Neptis pila
Limenitis armandia
Neptis laetifica
Neptis tristis
Neptis mothone
Neptis taphos
Neptis aurivillii
Neptis ufipa
Neptis incongrua
Neptis beroe
Neptis biafra
Neptis brebissonii
Neptis dulcinea
Neptis metioche
Neptis simbanga
Acca mysolensis
Limenitis brebissonii
Acca venilia
Neptis brebissoni
Neptis camarensis
Neptis capnodes
Neptis pandoces
Neptis tsaoekianga
Neptis yaana
Neptis yerburii
Neptis melicerta
Neptis carlsbergi
Neptis carpenteri
Neptis cartica
Neptis burmana
Neptis meraca
Neptis teshirogii
Neptis sinocartica
Neptis pagoda
Neptis carticoides
Neptis corticoidessic
Neptis celebica
Neptis arachroa
Neptis oresta
Neptis dohertyi
Bimbisara celebica
Neptis vikasi
Neptis nitetis
Neptis choui
Neptis claude
Neptis clinia
Neptis ila
Neptis apharea
Neptis kallaura
Neptis leuconota
Neptis leuconata
Neptis parthica
Neptis somula
Neptis phrasylas
Neptis praedicta
Neptis solygeia
Neptis micromegethes
Neptis susruta
Neptis cacharica
Neptis ancus
Neptis gonatina
Neptis susrutina
Neptis acalina
Neptis tibetana
Neptis mananda
Neptis nandina
Neptis soma
Neptis clinioides
Neptis eddyi
Neptis gunongensis
Neptis luca
Neptis comorarum
Neptis legrandi
Neptis decaryi
Neptis leighi
Neptis comoranrum
Neptis kaumba
Neptis urungensis
Neptis continuata
Neptis cormilloti
Neptis cydippe
Neptis kirbariensis
Neptis yongfui
Neptis cymela
Neptis anemoreia
Neptis carvinus
Neptis gatanga
Neptis ormiscus
Neptis prodymus
Neptis samiola
Neptis cyra
Neptis moonyeenae
Lasippa canloana
Neptis elioti
Neptis vibusa
Neptis dejeani
Neptis cuongi
Neptis dentifera
Neptis divisa
Limenitis dumetorum
Neptis dumetorum
Neptis duryodana
Neptis declinata
Neptis dike
Neptis emesa
Neptis nesia
Neptis paucalba
Neptis tullia
Neptis bahalla
Neptis nata
Neptis eltringhami
Neptis exaleuca
Neptis suffusa
Neptis integra
Neptis felisimilis
Neptis narthesis
Papilio frobenia
Neptis frobenia
Neptis goochi
Neptis gracilis
Neptis guia
Neptis gumaobini
Neptis harita
Neptis calamiana
Neptis mingia
Neptis palawanica
Neptis preeyai
Neptis sakala
Neptis hesione
Neptis pinratanai
Neptis karenkonis
Neptis podarces
Neptis hylas
Neptis alorica
Neptis andamana
Neptis ankana
Neptis argiromaculosa
Neptis cosama
Neptis engano
Neptis flaminia
Neptis guamensis
Neptis hageni
Neptis hatra
Neptis jaculatrix
Neptis kamarupa
Neptis adara
Neptis meetana
Neptis licinia
Neptis okinawana
Neptis luculenta
Neptis satellitica
Neptis surakarta
Acca matuta
Neptis nicobarica
Neptis ombalata
Neptis symada
Neptis mamaja
Neptis bangkiva
Neptis papaja
Neptis pura
Neptis sambilanga
Neptis serapia
Neptis sinabangensis
Neptis sopatra
Neptis terentia
Neptis sophaina
Neptis timorensis
Neptis varmona
Neptis eurymene
Neptis swinhoei
Neptis disrupta
Neptis sangaica
Limenitis eurynome
Neptis eurynome
Nepthis hylas
Neptis ida
Neptis carbonespersa
Neptis celebensis
Neptis kalidupa
Neptis liliputa
Neptis saleyra
Neptis alba
Neptis sphaericus
Nepits ida
Neptis ilira
Neptis babiensis
Neptis cindia
Neptis kupukupu
Neptis ria
Neptis shika
Neptis tiole
Neptis ilos
Neptis neoyunnana
Neptis nirei
Neptis sichuanensis
Neptis taihangensis
Neptis nise
Neptis kumgangsana
Aldania ilos
Neptis themis
Neptis nycteus
Neptis isidoro
Neptis nguru
Neptis infusa
Neptis jamesoni
Neptis jucundita
Neptis sioulinensis
Neptis jumbah
Neptis amorosca
Neptis nalanda
Neptis jumba
Phaedyma jumba
Neptis neotibetana
Neptis katama
Limenitis kikideli
Neptis kikideli
Neptis overlaeti
Neptis agathis
Neptis laeta
Neptis larseni
Neptis magnifica
Neptis lermanni
Neptis leucoporos
Neptis aletophone
Neptis cresina
Neptis niasica
Neptis putihmuda
Neptis taranda
Neptis liberti
Neptis livingstonei
Neptis loma
Neptis lugubris
Neptis magadha
Neptis annamitica
Neptis charonides
Neptis banuta
Neptis charon
Neptis kerosa
Neptis khasiana
Neptis pagaica
Neptis pasiphae
Neptis phlyasia
Neptis plautia
Neptis siporaensis
Neptis cineracea
Spotted Sailer
Neptis magatha
Neptis mahendra
Neptis dulongensis
Neptis extensa
Neptis ursula
Neptis xizangensis
Neptis mahdendra
Neptis manasa
Neptis antigone
Neptis mientrunga
Neptis narcissina
Neptis neohainana
Neptis shinkaii
Neptis tsangae
Neptis marci
Neptis matilei
Neptis mayottensis
Nymphalis melinoe
Neptis meloria
Neptis metanira
Neptis metella
Neptis flavimacula
Neptis gratilla
Neptis brunni
Neptis vinalii
Limenitis metella
Neptis miah
Bimbisara sarochoa
Neptis batara
Neptis digitia
Neptis disopa
Stabrobates javanica
Neptis jokoi
Neptis karnyi
Neptis nolana
Neptis suwajii
Neptis thaithummakulorum
Neptis varshneyi
Neptis mindorana
Neptis harpasa
Neptis nigrosiana
Neptis nivescens
Neptis ilocana
Neptis nosba
Neptis palibothra
Neptis pseudosoma
Neptis nicodice
Neptis mixophyes
Neptis najo
Neptis namba
Neptis leechi
Neptis leechuanlungi
Neptis narayana
Neptis dubernardi
Neptis nana
Neptis naga
Neptis sylvia
Neptis nashona
Neptis aagaardi
Neptis chapa
Neptis kishii
Neptis patricia
Neptis tamamitsui
Neptis adipala
Neptis adipalina
Neptis tushita
Neptis acala
Neptis pseudadipala
Neptis agathyllis
Neptis sumatrensis
Neptis candida
Neptis evansi
Neptis florensis
Neptis gononata
Neptis hampsoni
Neptis hiromii
Neptis jucundiora
Neptis lutatia
Neptis reductissima
Neptis disparalis
Neptis jacouleti
Neptis meridiei
Neptis somaoides
Neptis natana
Neptis smedleyi
Neptis sumba
Neptis peilei
Neptis fulva
Neptis kechil
Neptis rasilis
Neptis egestas
Yerburys Sailer
Neptis yerburyisic
Neptis nausicaa
Neptis lyria
Neptis nivalis
Neptis symbiosa
Neptis sparagmata
Neptis syxosa
Neptis nebrodes
Neptis nemetes
Neptis margueriteae
Neptis obtusa
Neptis nemorosa
Neptis digingensis
Neptis diqingensis
Neptis ningshanensis
Neptis nemorum
Neptis phesimensis
Neptis nicobule
Neptis nicomedes
Neptis nicoteles
Neptis nisaea
Neptis rosieri
Nepits nisaea
Neptis vikasina
Bimbisara vikasina
Neptis noyala
Neptis ikedai
Neptis qionga
Neptis wuyiensis
Neptis lixinghei
Neptis menpae
Neptis obscurior
Neptis tshetverikovi
Aldania obscurior
Neptis yunnana
Aldania deliquata
Neptis occidentalis
Neptis batesii
Neptis ochracea
Neptis lualabae
Neptis mildbraedi
Neptis parvimacula
Neptis ochreata
Neptis reductata
Neptis uluguru
Neptis usungwa
Neptis omeroda
Neptis batuensis
Neptis extimus
Neptis infuscata
Neptis kahaja
Neptis kahoga
Neptis occultus
Neptis salpona
Neptis pallantia
Neptis pampanga
Neptis boholica
Neptis dormida
Neptis mindorica
Neptis kinabaruana
Neptis lizana
Neptis myleenae
Neptis paula
Neptis philyra
Neptis melior
Neptis ebenoides
Neptis splendens
Neptis chukaensis
Neptis zhejianga
Neptis excellens
Neptis okazimai
Neptis philyroides
Neptis mienbaca
Neptis jinhakui
Neptis formosanus
Neptis sonani
Neptis maotai
Neptis simingshana
Neptis fixseni
Nepthis philyra
Neptis connexa
Neptis dorcas
Athyma lactaria
Neptis syxosina
Neptis maionia
Neptis meforensis
Neptis meridionalis
Neptis messogis
Neptis papua
Neptis ronensis
Neptis staudingereana
Limenitis woodlarkiana
Neptis saloe
Neptis nemeus
Limenitis praslini
Neptis hamadai
Neptis setoensis
Neptis iwasei
Neptis kiiensis
Neptis kitakamiensis
Neptis yodoei
Limenitis arboretorum
Nepties ater
Neptis kutsukakensis
Neptis koraineptis
Neptis coreana
Neptis pseudonamba
Bimbisara pseudovikasi
Neptis suavior
Neptis pseudovikasi
Neptis lucayensis
Neptis puella
Neptis qianweiguoi
Neptis quintilla
Diadema raddei
Aldania raddei
Adlania raddei
Neptis radha
Neptis omeia
Neptis sinensis
Neptis asterastilis
Neptis reducta
Neptis rivularis
Neptis bergmani
Neptis aino
Neptis matsumurai
Neptis formosicola
Neptis formosana
Neptis akanumana
Neptis insularum
Neptis fasciculata
Neptis koreana
Neptis peninsularum
Neptis seouli
Neptis magnata
Neptis kusnetzovi
Neptis synetairus
Neptis morwen
Neptis shirozui
Neptis sinta
Neptis tadamiensis
Neptis ludmilla
Papilio coenobita
Neptis treitschkei
Neptis tolunay
Neptis latifasciata
Neptis fridolini
Papilio rivularis
Limenitis ludmilla
Neptis innominata
Neptis lucilla
Neptis coenobita
Neptis rothschildi
Neptis saclava
Neptis pasteuri
Neptis marpessa
Neptis sheppardi
Limenitis saclava
Small Spotted
Combretum bracteosum
Neptis sankara
Neptis quilta
Neptis amba
Limenitis antonia
Bimbisara sinica
Neptis confucius
Neptis segesta
Bimbisara ambina
Neptis xishuanbannaensis
Neptis guiltoides
Neptis peninsularis
Neptis shirakiana
Neptis sugimotoi
Bimbisara yamari
Limenitis sankara
Neptis amboides
Neptis antonia
Neptis sappho
Neptis astola
Neptis emodes
Neptis formosanella
Neptis acerides
Neptis passerculus
Neptis uchidai
Neptis oda
Neptis curvata
Neptis sangangi
Neptis yessonensis
Neptis addenda
Neptis conjuncta
Neptis minor
Papilio plautilla
Neptis fischeri
Neptis anteaceris
Papilio sappho
Neptis perkeo
Papilio aceris
Neptis aceris
Neptis damarete
Neptis satina
Neptis sedata
Neptis barnsi
Neptis seeldrayersi
Neptis serena
Neptis annah
Neptis lativittata
Neptis latvittasic
Neptis sextilla
Neptis butleri
Neptis ominicola
Neptis palnica
Neptis pendleburyi
Neptis shania
Neptis tartalus
Neptis tayalina
Neptis diabolus
Neptis sikkima
Neptis yerburyi
Neptis speyeri
Neptis chuang
Neptis genulfa
Neptis miennamica
Neptis strigata
Neptis kakamega
Neptis sunica
Neptis neavei
Neptis swynnertoni
Neptis sylvana
Neptis daliensis
Neptis esakii
Neptis drummondi
Neptis zaida
Neptis moltrechti
Neptis horishana
Neptis taiwana
Neptis sylvarum
Neptis theodora
Neptis muri
Neptis annaika
Neptis thestias
Neptis thetis
Neptis tangmaiensis
Neptis tibetothetis
Neptis pumi
Neptis thisbe
Neptis dilutior
Neptis ussuriensis
Neptis deliquata
Aldania thisbe
Neptis transita
Neptis trigonophora
Neptis melicertula
Neptis vansomereni
Neptis troundi
Neptis fuscescens
Bimbisara kheilii
Neptis lasara
Neptis norica
Neptis ragusa
Neptis sabanga
Neptis pallida
Neptis simaluria
Neptis taimiri
Neptis vindo
Neptis vingerhoedti
Neptis woodwardi
Neptis translima
Neptis baileyi
Neptis bhutanica
Neptis hasegawai
Neptis inayoshii
Neptis kuangtungensis
Neptis pallescens
Neptis manipuriensis
Neptis prasobchoki
Neptis putoia
Neptis thawgawa
Limenitis zaida
Neptis paliens
Neruda aoede
Neruda aliciae
Heliconia astydamia
Neruda auca
Heliconius ayacuchensis
Heliconius metella
Heliconius vedius
Heliconius bartletti
Heliconius centurius
Heliconia reducta
Heliconius cupidineus
Heliconia emmelina
Heliconius eurycleia
Heliconius faleria
Heliconius postalbimacula
Heliconius lucretius
Heliconius manu
Heliconius philipi
Migonitis aoede
NerÎis aoede
Heliconius aoede
Nereis aoede
Neruda vedius
Heliconius godmani
Neruda metharme
Heliconius makiritare
Heliconius perseis
Heliconia thetis
Heliconia metharme
Heliconius anaclia
Heliconius metharme
Hesperia fibrena
Nerula nautes
Thecla cana
Terra andevaga
Terra hispaniola
Thecla calchinia
Thecla tera
Terra altilineata
Thecla chilica
Terra tera
Nesiostrymon baorucoensis
Thecla aibonito
Thecla celida
Nesiostrymon celida
Nesiostrymon australivaga
Thecla celona
Thecla viggia
Thecla dodava
Nesiostrymon milleri
Thecla endela
Thecla muatta
Thecla nora
Thecla hyccara
Sipaea hyccara
Thecla shoumatoffi
Thecla tristis
Holochila albosericea
Holochila caeruleolactea
Candalides wilkinsi
Adaluma urumelia
Nesoxenica leprea
Nesoxenica elia
Lasiommata leprea
Nesoxenica lepera
Leprea Brown
Elia Brown
Nessaea aglaura
Epicalia regina
Nessaea margaretha
Nessaea thalia
Nessaea ecuadorensis
Epicalia aglaura
Plukenetia volubilis
Nessaea regina
Nessaea batesii
Nessaea magniplaga
Catonephele aestherica
Epicalia batesii
Catonephele batesi
Nessaea batesi
Nessaea hewitsonii
Nessaea boliviensis
Epicalia hewitsoni
Epicalia hewitsonii
Nessaea hewitsoni
Nessaea obrinus
Nessaea latifascia
Nessaea faventia
Nessaea romani
Nessaea coniuncta
Nessaea lesoudieri
Papilio ancaeus
Papilio obrinus
Nessaea ancaea
Nessaea ancaeus
Nessaea obrina
Caprona orientalis
Caprona canopus
Netrocoryne repanda
Netrocoryne expansa
Goniloba vulpecula
Hesperia coreeba
Netrocoryne vulpecula
Eudamus hymenaeus
Eudamus thaddaeus
Tagiades abstrusus
Anthene atewa
Lycaenesthes bakeri
Lycaenesthes ja
Lycaenesthes buchholzi
Lycaenesthes discimacula
Neurellipes ducarmei
Neurellipes occidentalis
Anthene emkopoti
Neurellipes erythropoecilus
Lycaenesthes locuples
Lycaenesthes erythropoecilus
Neurellipes flavomaculatus
Lycaenesthes bipuncta
Lycaenesthes flavomaculatus
Lycaena fulvimacula
Neurellipes chryseostictus
Anthene georgiadisi
Anthene helpsi
Triclema inferna
Lycaenesthes dewitzi
Papilio iuba
Neurellipes kampala
Neurellipes incerta
Neurellipes triangularis
Lycaenesthes kampala
Anthene katera
Neurellipes lachares
Anthene toroensis
Lycaenesthes lachares
Lycaenesthes liparis
Lycaenesthes pulcher
Lycaenesthes obsolescens
Anthene lachares
Anthene lacharis
Neurellipes lamprocles
Neurellipes reducta
Lycaenesthes lamprocles
Pseudoliptena bitje
Neurellipes leptines
Neurellipes extensa
Lycaenesthes leptines
Lycaenesthes lusones
Neurellipes lychnaptes
Neurellipes anochreus
Anthene fulvus
Lycaenesthes lychnaptes
Lycaenesthes lychnoptera
Lycaenesthes lychnides
Lycaenesthes lycotas
Neurellipes lysicles
Neurellipes clarior
Lycaenesthes lysicles
Lycaenesthes lyzanius
Lycaenesthes regillus
Lycaenesthes turbatus
Lycaenesthes maeander
Anthene lusones
Neurellipes meandersic
Hypolycaena maeander
Neurellipes lusones
Lycaenesthes mahota
Lycaenesthes makala
Neurellipes ngoko
Neurellipes fontainei
Anthene ngoko
Neurypexima kalinzu
Lycaenesthes onias
Lycaenesthes pyroptera
Lycaenesthes leptala
Lycaenesthes radiata
Anthene ramnika
Lycaenesthes rufomarginata
Neurellipes scintillula
Lycaenesthes aurea
Lycaenesthes scintillans
Lycaenesthes scintillula
Anthene scintillula
Anthene aurea
Lycaenesthes versatilis
Neurellipes xanthopoecilus
Lycaenesthes lukokescha
Neurellipes peteri
Lycaenesthes xanthopoecilus
Lycaenesthes bitje
Anthene versatilis
Anthene bitje
Neurellipes zenkeri
Neurellipes vandeweghei
Lycaenesthes zenkeri
Lycaenesthes connexa
Neurosigma siva
Neurosigma nonius
Neurosigma orientale
Acontia doubledaii
Neurosigma fraterna
Adolias siva
Neurosigma doubledayi
Neurosigma doubleday
Nica flavilla
Pseudonica bachiana
Myscelia canthara
Nica lucillae
Nica sylvestris
Pseudonica roqueensis
Nymphalis flavilla
Pseudonica lunigera
Pseudonica flavilla
Nica canthara
Eudamus nicephorus
Telegonus dexo
Dyscophellus nicephorus
Thecla bagrada
Thecla besidia
Sipaea sepeina
Crimsinota perplexissima
Asymbiopsis castinotus
Thecla erythrozona
Thecla cauter
Thecla ceglusa
?Nicolaea ceglusa
Thecla dicaeoides
Thecla cupa
Nicolaea macroma
Crimsinota youngi
Nicolaea macronoma
Nicolaea dicaeoides
Thecla demilineata
Thecla dolium
?Nicolaea dolium
Tmolus dolium
Thecla fabulla
Strymon carmencitae
Nicolaea carmencitae
Thecla heraldica
Thecla laconia
Thecla lemuria
Thecla collustra
Thecla munditia
Thecla magnapurpurata
Thecla obelus
Nicolaea violacea
Thecla opalia
Thecla opaliana
Thecla ornea
Thecla ophia
Thecla petilla
Rindgea pyxis
Thecla schausa
Candora jonesi
Thecla socia
Thecla taunayi
Thecla torris
Strymon cryptogramus
Crimsinota giganta
Nicolaea cryptogramus
Rindgea umuarama
Thecla phobe
Thecla velina
Thecla viceta
Thecla xorema
Nicolaea gagarini
Tmolus xorema
Proteides caeso
Xeniades cecropteroides
Niconiades tenuifasciata
Hesperia cydia
Hesperia besckei
Hesperia beskii
Proteides merenda
Niconiades merendula
Hesperia sabaea
Hesperia ulrica
Niconiades merende
Niconiades sabaea
Niconiades mikko
Phlebodes pares
Niconiades viridis
Niconiades vista
Thoon viridis
Niconiades xanthaphes
Niconiades yoka
Aranda damontas
Aranda iwatensis
Aranda menalcas
Ninguta niigatana
Aranda carexivora
Aranda suzukaensis
Pronophila schrenkii
Ninguta schrenckii
Pronophila schrenckii
Ninguta schrenkiisic
Pararge schrenkiisic
Pararge schrenckii
Aranda schrenckii
Niphanda anthenoides
Niphanda asialis
Niphanda cyme
Lycaena marcia
Niphanda onoma
Azanus asialis
Niphanda marcia
Niphanda fusca
Niphanda cymbia
Niphanda reter
Niphanda plinioides
Niphanda burdensis
Niphanda formosensis
Niphanda pavlovi
Niphanda shijima
Thecla lasurea
Thecla fusca
Niphanda tituria
Niphanda niphonica
Amblypodia dispar
Niphanda lasurea
Niphanda stubbsi
Niphanda tessellata
Niphanda aristarcha
Niphanda leytensis
Niphanda sangana
Niphanda susewarneckae
Lycaenesthes aethiops
Pellicia trigeminus
Pellicia sordidulus
Pellicia bessus
Pellicia nebula
Pellicia bipuncta
Pellicia binotata
Pellicia bipunctata
Pellicia borra
Pellicia brunneata
Arteurotia castolus
Pellicia hesione
Pellicia alternata
Pellicia castalus
Nisoniades castolatus
Pellicia criton
Pellicia perforata
Pellicia tiphys
Pellicia ephora
Pellicia peruana
Niconiades ephora
Pellicia guianae
Pellicia haywardi
Pellicia hywardi
Pellicia hecale
Nisoniades hecales
Pellicia hesperia
Pellicia heliodora
Pellicia hora
Nisoniades heliodore
Pellicia indistincta
Pellicia laurentina
Pellicia rhamses
Hellas gonoptila
Pellicia stratyllis
Pellicia macareus
Pellicia genoptila
Nisoniades rhameses
Achlyodes gambrus
Pellicia maura
Papilio bromius
Pellicia inca
Achlyodes orsus
Pellicia potera
Pellicia pollardi
Papilio mimas
Papilio bromus
